,Unnamed: 0,show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,target_ages,principal_country,genre
566,566,15815343,Movie,The Texas Chainsaw Massacre,United States,"October 22, 2019",1974,R,83 min,"Cult Movies, Horror Movies, Independent Movies","When some friends visit a vandalized graveyard, they come upon a chainsaw-wielding maniac, and it's a fight to the bloody death between good and evil.",2019,October,Adults,United States,"['Cult Movies', 'Horror Movies', 'Independent Movies']"
567,567,70295176,Movie,Tracers,United States,"October 22, 2019",2015,PG-13,94 min,Action & Adventure,"When a bike messenger falls into debt with organized criminals, a sexy woman draws him into her high-stakes world of parkour, teaching him new skills.",2019,October,Teens,United States,['Action & Adventure']
568,568,81043190,Movie,يوم الدين,"Egypt, Austria, United States","October 22, 2019",2018,TV-14,97 min,"Dramas, Independent Movies, International Movies","A man cured of leprosy and a young orphan leave their colony for the first time to travel across Egypt, hoping to find the families they lost.",2019,October,Teens,Egypt,"['Dramas', 'Independent Movies', 'International Movies']"
569,569,80131240,Movie,God Knows Where I Am,United States,"October 22, 2018",2016,TV-PG,103 min,Documentaries,"Through diary entries, this documentary follows the life and death of homeless woman Linda Bishop and her struggles with starvation, sanity and God.",2018,October,Older Kids,United States,['Documentaries']
570,570,70170182,Movie,Aashayein,India,"October 22, 2017",2010,TV-14,115 min,"Dramas, International Movies","When he learns he has terminal cancer, a cynical gambler and chronic smoker ditches his fiancée, snubs doctors and checks into a nursing home to die.",2017,October,Teens,India,"['Dramas', 'International Movies']"
571,571,70082633,Movie,Bhool Bhulaiyaa,India,"October 22, 2017",2007,TV-14,148 min,"Dramas, International Movies, Thrillers","Siddharth dismisses warnings that his palace might be haunted, until ghostly occurrences force him to reconsider his beliefs.",2017,October,Teens,India,"['Dramas', 'International Movies', 'Thrillers']"
572,572,70049619,Movie,Humko Deewana Kar Gaye,India,"October 22, 2017",2006,TV-PG,149 min,"International Movies, Music & Musicals, Romantic Movies",Two kindred spirits who are betrothed to others must decide whether to go through with arranged marriages or brush aside convention for true love.,2017,October,Older Kids,India,"['International Movies', 'Music & Musicals', 'Romantic Movies']"
573,573,80211135,Movie,Kajraare,India,"October 22, 2017",2010,TV-14,113 min,"Dramas, International Movies, Music & Musicals","A popular singer on the run poses as a bartender and falls in love with a prostitute, but their love is threatened by a violent incident in his past.",2017,October,Teens,India,"['Dramas', 'International Movies', 'Music & Musicals']"
574,574,70109884,Movie,Karzzzz,India,"October 22, 2017",2008,TV-14,137 min,"International Movies, Music & Musicals, Romantic Movies","When flashbacks reveal that he's the reincarnation of a man murdered by his wife, rock star Monty sets out to get revenge for the decades-old crime.",2017,October,Teens,India,"['International Movies', 'Music & Musicals', 'Romantic Movies']"
575,575,70176967,Movie,Patiala House,India,"October 22, 2017",2011,TV-PG,140 min,"Dramas, International Movies, Sports Movies","A talented young Indian cricket player must defy his father's wishes to play for the side of England, a rebellion his siblings quietly cheer.",2017,October,Older Kids,India,"['Dramas', 'International Movies', 'Sports Movies']"
576,576,70198040,Movie,Ready,India,"October 22, 2017",2011,TV-PG,144 min,"Comedies, International Movies, Romantic Movies","Bollywood superstar Salman Khan plays Prem, an heir to a perfume fortune who falls in love with the wrong woman in this romantic comedy.",2017,October,Older Kids,India,"['Comedies', 'International Movies', 'Romantic Movies']"
577,577,80038442,Movie,Results,United States,"October 22, 2015",2015,R,105 min,"Comedies, Independent Movies","After an ugly divorce, a wealthy but unhappy man trains at a local gym and develops a strange relationship with the owner and a captivating trainer.",2015,October,Adults,United States,"['Comedies', 'Independent Movies']"
578,578,80091310,Movie,Free Fire,United Kingdom,"October 21, 2019",2016,R,91 min,"Action & Adventure, Comedies, Independent Movies",A sketchy arms transaction in a deserted warehouse turns into a free-for-all when the two sides engage in a take-no-prisoners shootout.,2019,October,Adults,United Kingdom,"['Action & Adventure', 'Comedies', 'Independent Movies']"
579,579,70114484,Movie,The Rainbow Troops,Indonesia,"October 21, 2018",2008,TV-PG,119 min,"Children & Family Movies, Dramas, International Movies",Two Indonesian teachers embrace an inspiring crop of gifted young students who've come to study at their crumbling Islamic primary school.,2018,October,Older Kids,Indonesia,"['Children & Family Movies', 'Dramas', 'International Movies']"
582,582,80117443,Movie,Joe Rogan: Triggered,United States,"October 21, 2016",2016,TV-MA,64 min,Stand-Up Comedy,"Unleashing his inquisitive, intense comedic style, Rogan explores everything from raising kids and Santa Claus to pot gummies and talking to dolphins.",2016,October,Adults,United States,['Stand-Up Comedy']
583,583,80010717,Movie,Wyatt Cenac: Brooklyn,United States,"October 21, 2014",2014,TV-MA,68 min,Stand-Up Comedy,Wyatt Cenac heads to Brooklyn to share his observations on the borough that's the backdrop for three sitcoms and a reality show about cheesemongers.,2014,October,Adults,United States,['Stand-Up Comedy']
584,584,81020005,Movie,How to Get Over a Breakup,Peru,"October 20, 2018",2018,TV-MA,104 min,"Comedies, International Movies, Romantic Movies","A heartbroken ad copywriter living in Lima, Peru, is inspired to write a blog about life as a single woman and is surprised by her website's success.",2018,October,Adults,Peru,"['Comedies', 'International Movies', 'Romantic Movies']"
585,585,81035748,Movie,The Gospel of John,"United Kingdom, United States, Morocco","October 20, 2018",2014,TV-14,161 min,"Dramas, Faith & Spirituality","In the first of four word-for-word film adaptations, Aramaic-speaking actors re-create the stories of Jesus' life from the fourth gospel.",2018,October,Teens,United Kingdom,"['Dramas', 'Faith & Spirituality']"
586,586,80135164,Movie,1922,United States,"October 20, 2017",2017,TV-MA,103 min,"Dramas, Thrillers","A farmer pens a confession admitting to his wife's murder, but her death is just the beginning of a macabre tale. Based on Stephen King's novella.",2017,October,Adults,United States,"['Dramas', 'Thrillers']"
587,587,70167128,Movie,Miss Representation,United States,"October 20, 2017",2011,NR,90 min,Documentaries,Explore how the mainstream media's often disparaging portrayals of women contribute to the under-representation of females in positions of leadership.,2017,October,Adults,United States,['Documentaries']
588,588,80118101,Movie,One of Us,United States,"October 20, 2017",2017,TV-14,95 min,Documentaries,"In the wake of trauma and abuse, three Hasidic Jews face ostracism, anxiety and danger as they attempt to leave their ultra-Orthodox community.",2017,October,Teens,United States,['Documentaries']
590,590,80113669,Movie,Wheelman,United States,"October 20, 2017",2017,TV-MA,82 min,Action & Adventure,The getaway driver in a botched robbery puts his skills and smarts to the test when he receives shocking orders from an unknown caller.,2017,October,Adults,United States,['Action & Adventure']
601,601,81094801,Movie,Ready to Mingle,Mexico,"October 2, 2019",2019,TV-MA,98 min,"Comedies, International Movies, Romantic Movies","After the man she thought she'd marry breaks up with her, Ana joins a class for single women who are in search of a husband.",2019,October,Adults,Mexico,"['Comedies', 'International Movies', 'Romantic Movies']"
602,602,81191195,Movie,Salam - The First ****** Nobel Laureate,United States,"October 2, 2019",2018,TV-PG,76 min,Documentaries,"Shunned by his country due to religion, Abdus Salam strives for an achievement that would define modern physics and redefine his place back home.",2019,October,Older Kids,United States,['Documentaries']
603,603,80218973,Movie,Death Race: Beyond Anarchy,"United States, Bulgaria","October 2, 2018",2017,R,111 min,Action & Adventure,"An ex-racecar driver is sent to a barbaric prison where, to get pardoned, he must defeat the inmate known as Frankenstein in a lethal ""Death Race.""",2018,October,Adults,United States,['Action & Adventure']
604,604,80235999,Movie,Eric ldle's What About Dick?,United States,"October 2, 2018",2012,TV-MA,81 min,"Comedies, Music & Musicals","In a madcap stage play from Monty Python icon Eric Idle, comic greats perform the decline and fall of the British Empire ... as told through a piano.",2018,October,Adults,United States,"['Comedies', 'Music & Musicals']"
605,605,80215419,Movie,Joe Rogan: Strange Times,United States,"October 2, 2018",2018,TV-MA,64 min,Stand-Up Comedy,"Outspoken as ever, comedian Joe Rogan takes on current culture, pro wrestling, pot laws, cats, vegans and more in a stand-up special shot in Boston.",2018,October,Adults,United States,['Stand-Up Comedy']
607,607,70118860,Movie,Monty Python Conquers America,United States,"October 2, 2018",2008,TV-MA,55 min,Documentaries,Follow the evolution of the British sketch comedy troupe that redefined humor and shaped an entire generation of American comics.,2018,October,Adults,United States,['Documentaries']
608,608,80017240,Movie,"Monty Python Live (Mostly): One Down, Five to Go",United Kingdom,"October 2, 2018",2014,TV-MA,137 min,Comedies,"Live from London in a sold-out final show, surviving members of the British comedy troupe reprise old roles and break out in irreverent song and dance.",2018,October,Adults,United Kingdom,['Comedies']
609,609,70118859,Movie,Monty Python: Before the Flying Circus,United Kingdom,"October 2, 2018",2000,TV-14,56 min,"Comedies, Documentaries","Discover how six seemingly ordinary but supremely talented men became Monty Python, sketch comedy's revolutionary comedy troupe.",2018,October,Teens,United Kingdom,"['Comedies', 'Documentaries']"
610,610,80236356,Movie,Monty Python: Live at Aspen,United States,"October 2, 2018",1998,TV-MA,58 min,"Comedies, Documentaries",The members of Monty Python reunite on stage to talk about making their iconic show that changed sketch comedy forever.,2018,October,Adults,United States,"['Comedies', 'Documentaries']"
611,611,80236778,Movie,Monty Python: Live at The Hollywood Bowl,"United Kingdom, United States","October 2, 2018",1982,R,80 min,Comedies,"Film clips and Terry Gilliam animations feature in this live-to-tape performance of greatest hits, including ""Travel Agent"" and ""Solo Wrestling.""",2018,October,Adults,United Kingdom,['Comedies']
612,612,80236470,Movie,Monty Python: The Meaning of Live,United Kingdom,"October 2, 2018",2014,TV-MA,94 min,Documentaries,"From heyday to curtain call, this documentary offers a rare glimpse of the legendary Monty Python troupe as it stages live shows after a long hiatus.",2018,October,Adults,United Kingdom,['Documentaries']
615,615,699257,Movie,Monty Python's Life of Brian,United Kingdom,"October 2, 2018",1979,R,94 min,"Classic Movies, Comedies, Cult Movies","Born in a stable in Judea, Brian grows up to join a group of anti-Roman zealots, but his fate keeps getting confused with that of a certain carpenter.",2018,October,Adults,United Kingdom,"['Classic Movies', 'Comedies', 'Cult Movies']"
617,617,80236574,Movie,Parrot Sketch Not Included: Twenty Years of Monty Python,United Kingdom,"October 2, 2018",1989,TV-14,72 min,Comedies,"Presented by Steve Martin, this anthology draws from “Flying Circus” and “Fliegender Zirkus” to mark the 20th anniversary of the TV series.",2018,October,Teens,United Kingdom,['Comedies']
618,618,80988048,Movie,The Meaning of Monty Python,United States,"October 2, 2018",2013,TV-MA,60 min,Documentaries,"Five Pythons reflect on their creative process, politics, television and the making of their award-winning final film, ""The Meaning of Life.""",2018,October,Adults,United States,['Documentaries']
619,619,80039069,Movie,Sleeping with Other People,United States,"October 2, 2017",2015,R,101 min,"Comedies, Dramas, Independent Movies","Many years after hooking up in college, two people cross paths and realize they are both serial philanderers who need each other's help to reform.",2017,October,Adults,United States,"['Comedies', 'Dramas', 'Independent Movies']"
620,620,80046779,Movie,Anjelah Johnson: Not Fancy,United States,"October 2, 2015",2015,TV-14,64 min,Stand-Up Comedy,"The actress, comedian and YouTube sensation riffs on everything from nail salons and Gypsies to Mexican moms and super-sleuthing Liam Neeson.",2015,October,Teens,United States,['Stand-Up Comedy']
621,621,80995687,Movie,Little Singham: Kaal Ki Tabaahi,United States,"October 19, 2019",2019,TV-Y7,66 min,"Children & Family Movies, Comedies",Kaal is back – bigger and badder than ever! Can Little Singham fight the battle of a lifetime to stop the demon’s plans to wreak havoc on earth?,2019,October,Older Kids,United States,"['Children & Family Movies', 'Comedies']"
622,622,60001650,Movie,Men in Black,United States,"October 19, 2019",1997,PG-13,98 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy","A streetwise cop teams with a veteran government agent to work for a super-secret, extremely dapper team that monitors extraterrestrials on Earth.",2019,October,Teens,United States,"['Action & Adventure', 'Comedies', 'Sci-Fi & Fantasy']"
623,623,81172848,Movie,Moms at War,Nigeria,"October 19, 2019",2018,TV-14,92 min,"Comedies, Dramas, International Movies","Two fierce mothers become rivals when a school contest forces their kids, both model students, to compete against one another to be the best in class.",2019,October,Teens,Nigeria,"['Comedies', 'Dramas', 'International Movies']"
624,624,81034575,Movie,The Command,"Belgium, Luxembourg, France","October 19, 2019",2018,PG-13,118 min,"Dramas, International Movies, Thrillers",For the crew trapped aboard a sunken Russian submarine the deadliest threat is the bureaucracy on land. Based on a true story.,2019,October,Teens,Belgium,"['Dramas', 'International Movies', 'Thrillers']"
628,628,80226951,Movie,"Club de Cuervos Presents: I, Potro","Mexico, Argentina","October 19, 2018",2018,TV-MA,51 min,Movies,Former Club de Cuervos player Potro returns home to Argentina to crash the wedding of his famous soccer-star brother and confront his estranged family.,2018,October,Adults,Mexico,['Movies']
629,629,80216677,Movie,Derren Brown: Sacrifice,United States,"October 19, 2018",2018,TV-MA,50 min,Movies,Illusionist Derren Brown concocts a psychological experiment in which he tries to manipulate an ordinary person into taking a bullet for a stranger.,2018,October,Adults,United States,['Movies']
630,630,80232279,Movie,Gnome Alone,"United Kingdom, Canada, United States, Cayman Islands","October 19, 2018",2018,PG,86 min,"Children & Family Movies, Comedies","After moving into a new house with her mom, high schooler Chloe discovers a troupe of talking garden gnomes who need her help saving the world.",2018,October,Older Kids,United Kingdom,"['Children & Family Movies', 'Comedies']"
631,631,80239666,Movie,Illang: The Wolf Brigade,South Korea,"October 19, 2018",2018,TV-MA,140 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","In 2029, the elite police squad Illang combats a terrorist group opposing reunification of the two Koreas. But another enemy may be lurking nearby.",2018,October,Adults,South Korea,"['Action & Adventure', 'International Movies', 'Sci-Fi & Fantasy']"
632,632,81011973,Movie,Naa Bangaaru Talli,India,"October 19, 2018",2013,TV-MA,122 min,"Dramas, International Movies","A father leading a dark double life and his daughter, who's eager to pursue her studies in Hyderabad, face the tragic consequences of sex trafficking.",2018,October,Adults,India,"['Dramas', 'International Movies']"
633,633,81031037,Movie,Oddbods: Party Monsters,United States,"October 19, 2018",2018,TV-Y,23 min,Movies,"Dressed up as detective Sherlock Holmes, Slick must crack the case when a magician turns Jeff's spooky-costume party guests into their scary alter egos.",2018,October,Kids,United States,['Movies']
634,634,80144152,Movie,S Storm,"Hong Kong, China","October 19, 2018",2016,TV-MA,95 min,"Action & Adventure, International Movies",Anti-corruption investigator William Luk must join forces with detective Lau Po-keung to bring down a crime syndicate involved in sports betting.,2018,October,Adults,Hong Kong,"['Action & Adventure', 'International Movies']"
635,635,81035749,Movie,The Gospel of Luke,"United States, United Kingdom, Morocco","October 19, 2018",2015,TV-14,205 min,"Dramas, Faith & Spirituality",Word-for-word Bible texts of the entire book of Luke are narrated and re-enacted in this epic production of the Gospel's accounts of Jesus's life.,2018,October,Teens,United States,"['Dramas', 'Faith & Spirituality']"
636,636,81035750,Movie,The Gospel of Mark,United States,"October 19, 2018",2015,TV-14,123 min,"Dramas, Faith & Spirituality","See Jesus from a disciple's point of view in this first-ever, word-for-word film adaptation of the Gospel of Mark, lauded for its historical accuracy.",2018,October,Teens,United States,"['Dramas', 'Faith & Spirituality']"
637,637,81035751,Movie,The Gospel of Matthew,United States,"October 19, 2018",2014,TV-14,190 min,"Dramas, Faith & Spirituality",The Apostle Matthew is highlighted in this word-for-word film adaptation of the former tax collector's Biblical writings about working with Jesus.,2018,October,Teens,United States,"['Dramas', 'Faith & Spirituality']"
638,638,80148162,Movie,The Night Comes for Us,"Indonesia, United States","October 19, 2018",2018,TV-MA,121 min,"Action & Adventure, International Movies","After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters.",2018,October,Adults,Indonesia,"['Action & Adventure', 'International Movies']"
640,640,80171705,Movie,Wedding Unplanned,France,"October 19, 2017",2017,TV-MA,94 min,"Comedies, International Movies, Romantic Movies","Mathias's girlfriend finds a business card for a wedding planner in his pocket. Suddenly, he's engaged and hiring his lover to plan the big day!",2017,October,Adults,France,"['Comedies', 'International Movies', 'Romantic Movies']"
641,641,81172729,Movie,10 Days in Sun City,South Africa,"October 18, 2019",2017,TV-14,87 min,"Comedies, International Movies, Romantic Movies","After his girlfriend wins the Miss Nigeria pageant, a young man faces unexpected competition of his own when he joins her on a campaign in South Africa.",2019,October,Teens,South Africa,"['Comedies', 'International Movies', 'Romantic Movies']"
642,642,81172895,Movie,93 Days,Nigeria,"October 18, 2019",2016,TV-14,121 min,"Dramas, International Movies, Thrillers",Heroic health workers fight to contain an Ebola outbreak when a patient arrives in Lagos with symptoms of the deadly virus. Based on a true story.,2019,October,Teens,Nigeria,"['Dramas', 'International Movies', 'Thrillers']"
643,643,80206910,Movie,Eli,United States,"October 18, 2019",2019,TV-MA,98 min,Horror Movies,"With his desperate parents in tow, an 11-year-old boy with a debilitating illness checks into an isolated clinic to undergo experimental therapy.",2019,October,Adults,United States,['Horror Movies']
644,644,81172905,Movie,In My Country,United States,"October 18, 2019",2018,TV-14,99 min,"Dramas, International Movies","A teacher turns to a dubious man to raise money for her daughter's life-saving surgery, a crisis that is unexpectedly catapulted to a national stage.",2019,October,Teens,United States,"['Dramas', 'International Movies']"
647,647,81132442,Movie,"Love, Surreal and Odd",Turkey,"October 18, 2019",2017,TV-14,95 min,"Comedies, International Movies, Romantic Movies","When a group of people meets at the same party, they form four different relationships, each experiencing similar phases of love.",2019,October,Teens,Turkey,"['Comedies', 'International Movies', 'Romantic Movies']"
650,650,81172723,Movie,New Money,Nigeria,"October 18, 2019",2018,TV-14,107 min,"Dramas, International Movies",An aspiring fashion designer's life is transformed after she discovers she’s the heiress of a billion-dollar empire left by her estranged father.,2019,October,Teens,Nigeria,"['Dramas', 'International Movies']"
651,651,80990336,Movie,Seventeen,Spain,"October 18, 2019",2019,TV-MA,100 min,"Comedies, Dramas, International Movies","To find his therapy dog, a 17-year-old escapes from juvie and embarks on a journey of reconnection with his brother and grandmother through Cantabria.",2019,October,Adults,Spain,"['Comedies', 'Dramas', 'International Movies']"
652,652,81172909,Movie,Tatu,Nigeria,"October 18, 2019",2017,TV-MA,101 min,"Action & Adventure, Dramas, International Movies","Doubting her future as a nun, a woman attempts to have a child, triggering a mystic tribal prophecy that could force her to make a godly sacrifice.",2019,October,Adults,Nigeria,"['Action & Adventure', 'Dramas', 'International Movies']"
653,653,80214706,Movie,Tell Me Who I Am,United Kingdom,"October 18, 2019",2019,TV-MA,86 min,Documentaries,"In this documentary, Alex trusts his twin, Marcus, to tell him about his past after he loses his memory. But Marcus is hiding a dark family secret.",2019,October,Adults,United Kingdom,['Documentaries']
654,654,80994011,Movie,The Laundromat,United States,"October 18, 2019",2019,R,96 min,"Comedies, Dramas","When a widow gets swindled out of insurance money, her search for answers leads to two cunning lawyers in Panama who hide cash for the superrich.",2019,October,Adults,United States,"['Comedies', 'Dramas']"
656,656,81172902,Movie,Up North,Nigeria,"October 18, 2019",2018,TV-14,99 min,"Dramas, International Movies",A pampered heir must complete a year of service work to inherit his dad's assets but unearths new goals when he's placed in an unfamiliar region.,2019,October,Teens,Nigeria,"['Dramas', 'International Movies']"
657,657,80998890,Movie,Upstarts,India,"October 18, 2019",2019,TV-14,112 min,"Comedies, Dramas, International Movies","Hoping to do good while making millions, three college graduates create a startup. But as business begins to flourish, their own bond starts to fray.",2019,October,Teens,India,"['Comedies', 'Dramas', 'International Movies']"
658,658,81047903,Movie,Verses of Love 2,Indonesia,"October 18, 2019",2017,TV-14,127 min,"Dramas, Faith & Spirituality, International Movies","Now a lecturer in Edinburgh, Fahri tries to begin a new chapter as the love of his life, Aisha, volunteers in the Gaza Strip. Have they moved on?",2019,October,Teens,Indonesia,"['Dramas', 'Faith & Spirituality', 'International Movies']"
659,659,81026343,Movie,Mr. Chandramouli,India,"October 18, 2018",2018,TV-MA,131 min,"Dramas, International Movies, Thrillers","When the lives of a carefree boxer and his cabdriver dad collide with the ambitions of a ruthless businessman, a search for answers turns to revenge.",2018,October,Adults,India,"['Dramas', 'International Movies', 'Thrillers']"
660,660,80208635,Movie,El Viaje: Márama y Rombai,United States,"October 18, 2017",2016,TV-PG,79 min,"Children & Family Movies, Documentaries, International Movies",Popular South American bands Márama and Rombai share footage of behind-the-scenes antics and discuss their sudden rise to stardom.,2017,October,Older Kids,United States,"['Children & Family Movies', 'Documentaries', 'International Movies']"
661,661,70125931,Movie,The Karate Kid,"United States, China","October 17, 2019",2010,PG,140 min,"Children & Family Movies, Dramas","After moving to Beijing with his mother, Dre falls prey to a bully, so he takes lessons from a martial arts master in this remake of the 1984 classic.",2019,October,Older Kids,United States,"['Children & Family Movies', 'Dramas']"
663,663,70235768,Movie,My Babysitter's a Vampire: The Movie,Canada,"October 17, 2018",2010,TV-PG,80 min,"Children & Family Movies, Comedies","When their parents head out for the evening, Ethan and his little sister get the babysitter of their nightmares: a fledgling vampire named Sarah.",2018,October,Older Kids,Canada,"['Children & Family Movies', 'Comedies']"
664,664,80177406,Movie,Patton Oswalt: Annihilation,United States,"October 17, 2017",2017,TV-MA,66 min,Stand-Up Comedy,"By turns scathing and candid, Patton Oswalt reflects on the glut of comic material in the Trump era and the dark days following a personal tragedy.",2017,October,Adults,United States,['Stand-Up Comedy']
666,666,81081656,Movie,Ghosts of Sugar Land,United States,"October 16, 2019",2019,TV-MA,22 min,Documentaries,"Shocked when their friend embraces extremism, a group of Muslim Americans in Texas recount their time with him and theories about his fate.",2019,October,Adults,United States,['Documentaries']
667,667,81187847,Movie,League of Legends Origins,United States,"October 16, 2019",2019,TV-MA,78 min,Documentaries,"Fans, experts and creators of the ""League of Legends"" detail the game’s rise from free demo to global esports titan.",2019,October,Adults,United States,['Documentaries']
668,668,81053240,Movie,Park Na-rae: Glamour Warning,South Korea,"October 16, 2019",2019,TV-MA,63 min,Stand-Up Comedy,"Korea’s beloved comedian and favorite big sister figure talks sex, relationships and celebrity life. And she’s sassier and dirtier than ever before.",2019,October,Adults,South Korea,['Stand-Up Comedy']
670,670,80043834,Movie,Sinister 2,"United States, United Kingdom","October 16, 2019",2015,R,97 min,Horror Movies,"A single mother and her twin sons move into a rural house, unaware of its history of being inhabited by an evil spirit that preys upon young children.",2019,October,Adults,United States,['Horror Movies']
671,671,81157840,Movie,The Game Changers,United States,"October 16, 2019",2018,TV-MA,86 min,"Documentaries, Sports Movies","Special Forces trainer James Wilks asks elite athletes to compare the merits of meat, protein and plants for building strength. Spoiler: plants win.",2019,October,Adults,United States,"['Documentaries', 'Sports Movies']"
672,672,80244900,Movie,"Ron White: If You Quit Listening, I'll Shut Up",United States,"October 16, 2018",2018,TV-MA,63 min,Stand-Up Comedy,"Ron “Tater Salad” White dishes out his signature brand of cynicism, riffing on sex, celebrity and the sinister habits of wild geese.",2018,October,Adults,United States,['Stand-Up Comedy']
673,673,80211134,Movie,Baadshaho,India,"October 16, 2017",2017,TV-14,135 min,"Action & Adventure, International Movies","In 1975, during the government-declared Emergency, thief Bhawani and his crew plan a daring robbery to reclaim his royal lover's seized treasures.",2017,October,Teens,India,"['Action & Adventure', 'International Movies']"
674,674,70271601,Movie,Closed Circuit,"United Kingdom, United States","October 16, 2017",2013,R,96 min,"Dramas, Thrillers","Martin and Claudia, top-flight lawyers who happen to be former lovers, become targets when they're teamed up to defend a notorious terrorist.",2017,October,Adults,United Kingdom,"['Dramas', 'Thrillers']"
679,679,80204433,Movie,Lucknow Central,India,"October 16, 2017",2017,TV-14,144 min,"Dramas, International Movies, Music & Musicals","After being arrested for a crime he didn't commit, an aspiring musician teams up with some of his inmates at Lucknow Central to form a band.",2017,October,Teens,India,"['Dramas', 'International Movies', 'Music & Musicals']"
680,680,80089199,Movie,A Family Affair,"Netherlands, Denmark, South Africa","October 16, 2016",2015,TV-PG,111 min,"Documentaries, International Movies",The filmmaker hunts for the missing puzzle pieces of his family history during a visit with a complex and controversial figure: his grandmother.,2016,October,Older Kids,Netherlands,"['Documentaries', 'International Movies']"
681,681,80043049,Movie,Anthony Jeselnik: Thoughts and Prayers,United States,"October 16, 2015",2015,TV-MA,59 min,Stand-Up Comedy,There's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style.,2015,October,Adults,United States,['Stand-Up Comedy']
682,682,80044545,Movie,Beasts of No Nation,United States,"October 16, 2015",2015,NR,137 min,"Dramas, Independent Movies","When civil war tears his family apart, a young West African boy is forced to join a unit of mercenary fighters and transform into a child soldier.",2015,October,Adults,United States,"['Dramas', 'Independent Movies']"
683,683,80070182,Movie,Circle,United States,"October 16, 2015",2015,NR,86 min,"Dramas, Independent Movies, Sci-Fi & Fantasy","When a group of strangers is seized and awaits execution, they face the impossible task of choosing the one person among them worthy of being spared.",2015,October,Adults,United States,"['Dramas', 'Independent Movies', 'Sci-Fi & Fantasy']"
685,685,80992769,Movie,Dark Crimes,"United Kingdom, Poland, United States","October 15, 2019",2016,R,93 min,"Dramas, Thrillers",A detective on a cold murder case discovers that a famous writer’s latest novel contains details chillingly similar to the crime he’s investigating.,2019,October,Adults,United Kingdom,"['Dramas', 'Thrillers']"
686,686,81191228,Movie,Homeland,United States,"October 15, 2019",2019,TV-PG,73 min,"Dramas, Independent Movies, International Movies","Determined to trace her ancestral history, an Armenian woman travels to a French village, where she befriends a kind man and, better yet, finds herself.",2019,October,Older Kids,United States,"['Dramas', 'Independent Movies', 'International Movies']"
690,690,81025935,Movie,Meghnadbodh Rohoshyo,India,"October 15, 2018",2017,TV-14,150 min,"Dramas, International Movies","A professor mysteriously vanishes, leaving behind a host of suspects, a shadowy history and a clue: the anonymous birthday gift of a Bengali classic.",2018,October,Teens,India,"['Dramas', 'International Movies']"
691,691,81020508,Movie,Sanju,India,"October 15, 2018",2018,TV-MA,159 min,"Dramas, International Movies","From the depths of addiction to the heights of stardom to underworld entanglements, this biopic traces the checkered past of Indian actor Sanjay Dutt.",2018,October,Adults,India,"['Dramas', 'International Movies']"
693,693,80201824,Movie,A Scandall,India,"October 15, 2017",2016,TV-MA,108 min,"International Movies, Thrillers","A film school graduate is interested in making a movie about his girlfriend's uncle, who claims that he can see his long-dead daughter.",2017,October,Adults,India,"['International Movies', 'Thrillers']"
694,694,80203782,Movie,Aisa Yeh Jahaan,India,"October 15, 2017",2015,TV-14,127 min,"Dramas, Independent Movies, International Movies","During a vacation with her parents, away from her concrete urban existence, a young girl learns to appreciate the joys of connecting with nature.",2017,October,Teens,India,"['Dramas', 'Independent Movies', 'International Movies']"
695,695,80201829,Movie,Ankur Arora Murder Case,India,"October 15, 2017",2013,TV-14,127 min,"Dramas, International Movies, Thrillers",A young medical intern sets out to fight for justice after the negligence of the surgeon he looked up to ends in tragedy.,2017,October,Teens,India,"['Dramas', 'International Movies', 'Thrillers']"
696,696,80126016,Movie,Belief: The Possession of Janet Moses,New Zealand,"October 15, 2017",2015,TV-MA,90 min,"Documentaries, International Movies","This documentary tries to reconstruct, through a series of interviews, a family's misguided attempt to heal a woman's pain through exorcism.",2017,October,Adults,New Zealand,"['Documentaries', 'International Movies']"
697,697,80202089,Movie,Calendar Girls,India,"October 15, 2017",2015,TV-14,126 min,"Dramas, International Movies",Five calendar models try to navigate the twists and turns thrown in their path by the seductive and ruthless world of glamour.,2017,October,Teens,India,"['Dramas', 'International Movies']"
698,698,80203789,Movie,Darra,India,"October 15, 2017",2016,TV-14,121 min,"Dramas, International Movies","After returning from school and getting married, a popular farmer begins to arouse resentment and jealousy among those around him.",2017,October,Teens,India,"['Dramas', 'International Movies']"
699,699,80193423,Movie,El Che,Venezuela,"October 15, 2017",2017,TV-14,119 min,"Documentaries, International Movies","Spanish-Mexican writer Paco Ignacio Taibo II hits the road to trace the footsteps of Ernesto ""Che"" Guevara and sheds new light on the revolutionary.",2017,October,Teens,Venezuela,"['Documentaries', 'International Movies']"
700,700,80201825,Movie,Gour Hari Dastaan: The Freedom File,India,"October 15, 2017",2015,TV-14,109 min,"Dramas, Independent Movies, International Movies",A former freedom fighter is forced to navigate the corridors of a disinterested bureaucracy to prove that he fought in India's freedom movement.,2017,October,Teens,India,"['Dramas', 'Independent Movies', 'International Movies']"
